Id,MSSubClass,MSZoning,Neighborhood,OverallQual,YearRemodAdd,RoofStyle,BsmtQual,BsmtExposure,HeatingQC,CentralAir,1stFlrSF,GrLivArea,BsmtFullBath,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,PavedDrive,SaleCondition,SalePrice
1,0.2352941176470588,0.75,0.6363636363636364,0.6666666666666665,0.09836065573770493,0.0,0.75,0.25,1.0,1.0,0.35615474820438253,0.5777122882260084,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.247694320220994
2,0.0,0.75,0.5,0.5555555555555556,0.5245901639344263,0.0,0.75,1.0,1.0,1.0,0.5030560164904583,0.4702445078729567,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,0.75,12.109010932687042
3,0.2352941176470588,0.75,0.6363636363636364,0.6666666666666665,0.11475409836065574,0.0,0.75,0.5,1.0,1.0,0.3834410394874981,0.59309515868294,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,0.75,12.31716669303576
4,0.2941176470588235,0.75,0.7272727272727273,0.6666666666666665,0.6065573770491803,0.0,0.5,0.25,0.75,1.0,0.39994101331885457,0.5791574328965412,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.4,0.3333333333333333,0.75,1.0,0.0,11.84939770159144
5,0.2352941176470588,0.75,1.0,0.7777777777777777,0.14754098360655737,0.0,0.75,0.75,1.0,1.0,0.4662370521602308,0.6665228823649914,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.75,1.0,0.75,12.429216196844383
6,0.17647058823529413,0.75,0.4090909090909091,0.4444444444444445,0.2459016393442623,0.0,0.75,0.25,1.0,1.0,0.3286535459838906,0.4972202460326831,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,0.75,11.870599909242044
7,0.0,0.75,0.8181818181818182,0.7777777777777777,0.04918032786885246,0.0,1.0,0.75,1.0,1.0,0.6144648399515797,0.574386761705187,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.634603026569334
8,0.2352941176470588,0.75,0.5454545454545454,0.6666666666666665,0.6065573770491803,0.0,0.75,0.5,1.0,1.0,0.45346455438611244,0.6486996026216678,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,0.75,12.206072645530174
9,0.17647058823529413,0.25,0.18181818181818182,0.6666666666666665,0.9672131147540984,0.0,0.5,0.25,0.75,1.0,0.42323069565212057,0.5907103163127223,0.0,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.4,0.3333333333333333,0.5,1.0,0.0,11.77452020265869
10,1.0,0.75,0.13636363636363635,0.4444444444444445,0.9672131147540984,0.0,0.5,0.25,1.0,1.0,0.44306737973260546,0.41416859178121257,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6000000000000001,0.8,0.6666666666666666,0.25,1.0,0.75,11.678439903447801
11,0.0,0.75,0.2727272727272727,0.4444444444444445,0.7213114754098361,1.0,0.5,0.25,1.0,1.0,0.42983784733895325,0.4018019472209433,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.771436160121729
12,0.2352941176470588,0.75,0.9545454545454546,0.8888888888888888,0.01639344262295082,1.0,1.0,0.25,1.0,1.0,0.47827247479972934,0.6862416243752785,0.3333333333333333,1.0,0.6666666666666666,0.8,1.0,1.0,0.75,1.0,1.0,12.751299696013497
13,0.0,0.75,0.2727272727272727,0.4444444444444445,0.7704918032786886,1.0,0.5,0.25,0.5,1.0,0.38013592369171967,0.35534179992186843,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.877568578558138
14,0.0,0.75,0.6363636363636364,0.6666666666666665,0.01639344262295082,0.0,0.75,0.75,1.0,1.0,0.5669201728114759,0.5299431652300703,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.75,1.0,1.0,12.540757571577291
15,0.0,0.75,0.36363636363636365,0.5555555555555556,0.8032786885245902,1.0,0.5,0.25,0.5,1.0,0.5003475356023279,0.46771268592754467,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.8,0.6666666666666666,0.25,1.0,0.75,11.964001084330445
16,0.14705882352941177,0.25,0.13636363636363635,0.6666666666666665,0.11475409836065574,0.0,0.5,0.25,1.0,1.0,0.3552695235828791,0.3320972949394383,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.790557201568507
17,0.0,0.75,0.36363636363636365,0.5555555555555556,0.6721311475409837,0.0,0.5,0.25,1.0,1.0,0.4165061353428521,0.38933978765778576,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,0.75,11.911701584927597
18,0.4117647058823529,0.75,0.2727272727272727,0.3333333333333333,0.6557377049180328,0.0,0.0,0.0,0.5,1.0,0.5131166042920969,0.47964890023605644,0.0,0.3333333333333333,0.0,0.2,0.2,0.3333333333333333,0.5,1.0,0.75,11.407564949312402
19,0.0,0.75,0.4545454545454546,0.4444444444444445,0.0819672131147541,0.0,0.5,0.25,1.0,1.0,0.45585000440260615,0.42611747788977006,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.976659481202368
20,0.0,0.75,0.36363636363636365,0.4444444444444445,0.7377049180327869,1.0,0.5,0.25,0.5,1.0,0.5254688463399919,0.4911954751552141,0.0,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,0.0,11.842229212112828
21,0.2352941176470588,0.75,0.9545454545454546,0.7777777777777777,0.01639344262295082,0.0,1.0,0.75,1.0,1.0,0.4705094671360337,0.6940696095250574,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,0.6666666666666666,0.75,1.0,1.0,12.692503112461443
22,0.14705882352941177,0.25,0.0,0.6666666666666665,0.9508196721311476,0.0,0.5,0.25,1.0,1.0,0.4538062549539186,0.42420703069858323,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.3333333333333333,0.25,0.0,0.75,11.845102777308561
23,0.0,0.75,0.6363636363636364,0.7777777777777777,0.11475409836065574,1.0,0.75,0.25,1.0,1.0,0.6363808334013008,0.5948732984257088,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.345834587905333
24,0.588235294117647,0.25,0.045454545454545456,0.4444444444444445,0.5245901639344263,0.0,0.75,0.25,0.5,1.0,0.43704631963286955,0.4085402514957175,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.5,1.0,0.75,11.77452020265869
25,0.0,0.75,0.2727272727272727,0.4444444444444445,0.16393442622950818,0.0,0.5,0.5,1.0,1.0,0.43704631963286955,0.4085402514957175,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6000000000000001,0.8,0.3333333333333333,0.25,1.0,0.75,11.944707881395766
26,0.0,0.75,0.9545454545454546,0.7777777777777777,0.04918032786885246,0.0,0.75,0.25,1.0,1.0,0.5928604707488017,0.5541915237383659,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.75,1.0,0.75,12.454103912352162
27,0.0,0.75,0.36363636363636365,0.4444444444444445,0.18032786885245902,0.0,0.5,0.5,0.5,1.0,0.37512348811968543,0.35065629727097036,0.0,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.5,1.0,0.75,11.811547477460344
28,0.0,0.75,0.9545454545454546,0.7777777777777777,0.04918032786885246,0.0,1.0,0.25,1.0,1.0,0.6166922351584065,0.5764688764767789,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.75,1.0,0.75,12.631340380934517
29,0.0,0.75,0.36363636363636365,0.4444444444444445,0.16393442622950818,0.0,0.5,1.0,0.5,1.0,0.5928604707488017,0.5541915237383659,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.8,0.8,0.6666666666666666,0.25,1.0,0.75,12.24288661865289
30,0.05882352941176469,0.25,0.13636363636363635,0.3333333333333333,0.9672131147540984,0.0,0.5,0.25,0.25,0.0,0.16752783558405193,0.1566009390939036,0.0,0.0,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.134589024250317
31,0.2941176470588235,0.0,0.0,0.3333333333333333,0.9672131147540984,0.5,0.5,0.25,0.5,0.0,0.2513901444695348,0.48533502024573405,0.0,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,0.0,0.75,10.596634733096073
32,0.0,0.75,0.2727272727272727,0.4444444444444445,0.04918032786885246,0.0,0.5,0.25,0.75,1.0,0.49272064801047843,0.46058325722643767,0.0,0.6666666666666666,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,0.75,11.914047823644255
33,0.0,0.75,0.6363636363636364,0.7777777777777777,0.03278688524590164,0.0,1.0,0.75,1.0,1.0,0.49456516841176956,0.4623074699580889,0.0,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,12.100156419938624
34,0.0,0.75,0.36363636363636365,0.4444444444444445,0.8524590163934427,1.0,0.5,0.25,0.75,1.0,0.6158028496652954,0.5756375005866046,0.0,0.6666666666666666,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.016726473799254
35,0.588235294117647,0.75,0.9545454545454546,0.8888888888888888,0.04918032786885246,1.0,1.0,0.25,1.0,1.0,0.5835218755435285,0.5454620324638855,0.3333333333333333,1.0,0.3333333333333333,0.8,0.8,1.0,0.5,1.0,0.75,12.533576212168626
36,0.2352941176470588,0.75,0.9545454545454546,0.7777777777777777,0.03278688524590164,0.0,1.0,0.75,1.0,1.0,0.46191585141820246,0.7052076551549962,0.0,0.6666666666666666,0.3333333333333333,0.8,1.0,1.0,0.75,1.0,0.75,12.641096555879882
37,0.0,0.75,0.6363636363636364,0.4444444444444445,0.2459016393442623,0.0,0.75,0.25,1.0,1.0,0.450030471355213,0.4206775201828461,0.0,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.5,1.0,0.75,11.884489021402711
38,0.0,0.75,0.36363636363636365,0.4444444444444445,0.3278688524590164,1.0,0.5,0.25,0.75,1.0,0.5134084927393747,0.4799217504450679,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,1.0,0.5,1.0,0.75,11.938193200374572
39,0.0,0.75,0.36363636363636365,0.4444444444444445,0.06557377049180328,0.0,0.5,0.25,0.5,1.0,0.4359737633557197,0.407537652019355,0.3333333333333333,0.6666666666666666,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.0,11.59910316121128
40,0.4117647058823529,0.75,0.2272727272727273,0.3333333333333333,0.8852459016393444,0.0,0.0,0.0,0.5,0.0,0.46854357516631273,0.4379831185764127,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.25,11.314474526246391
41,0.0,0.75,0.36363636363636365,0.5555555555555556,0.6885245901639345,0.0,0.5,0.25,1.0,1.0,0.521205564077523,0.4872102627658972,0.0,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.8,0.6666666666666666,0.5,1.0,0.0,11.982929094215963
42,0.0,0.75,0.8636363636363636,0.4444444444444445,0.8032786885245902,0.0,0.5,1.0,0.75,1.0,0.5223471436856912,0.4882773835704266,0.0,0.3333333333333333,0.6666666666666666,0.8,0.8,0.6666666666666666,0.25,0.5,0.75,12.043553716032399
43,0.38235294117647056,0.75,0.4545454545454546,0.4444444444444445,0.4098360655737705,0.0,0.75,0.75,0.75,1.0,0.3683352639013098,0.3443108306583831,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.5,1.0,0.75,11.877568578558138
44,0.0,0.75,0.6363636363636364,0.4444444444444445,0.4754098360655738,1.0,0.75,0.75,0.5,1.0,0.3907736697067845,0.3652857057211274,0.3333333333333333,0.3333333333333333,0.0,0.2,0.4,0.3333333333333333,0.25,1.0,0.75,11.777210959615614
45,0.0,0.75,0.36363636363636365,0.4444444444444445,0.7868852459016394,0.0,0.5,0.25,1.0,1.0,0.46788600184163487,0.4373684350534708,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,0.6666666666666666,0.25,1.0,0.75,11.856515169360305
46,0.588235294117647,0.75,0.9545454545454546,0.8888888888888888,0.09836065573770493,1.0,1.0,0.25,1.0,1.0,0.6272049487520572,0.5862959050147616,0.3333333333333333,1.0,0.3333333333333333,0.8,0.8,0.6666666666666666,0.5,1.0,0.75,12.675763725937609
47,0.17647058823529413,0.75,0.4090909090909091,0.6666666666666665,0.11475409836065574,0.0,1.0,0.25,1.0,1.0,0.5729511108590262,0.6585474980312895,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.8,0.6666666666666666,0.5,1.0,0.0,12.387085012375499
48,0.0,1.0,0.8181818181818182,0.7777777777777777,0.03278688524590164,0.0,0.75,0.75,1.0,1.0,0.6058791180140468,0.5663610380185573,0.0,0.6666666666666666,0.0,0.2,0.8,0.6666666666666666,0.75,1.0,0.75,12.428015476267865
49,1.0,0.25,0.18181818181818182,0.3333333333333333,0.03278688524590164,0.0,0.5,0.25,0.75,1.0,0.29899607713336085,0.5198559157936766,0.0,0.3333333333333333,0.0,0.2,0.0,0.0,0.0,0.0,1.0,11.635143097694478
50,0.0,0.75,0.2727272727272727,0.4444444444444445,0.6885245901639345,0.0,0.5,0.25,1.0,1.0,0.3975708593094396,0.37163955295650863,0.3333333333333333,0.3333333333333333,0.0,0.2,0.8,0.3333333333333333,0.25,1.0,0.75,11.751942365440728
51,0.2352941176470588,0.75,0.5909090909090909,0.5555555555555556,0.18032786885245902,0.0,0.75,0.75,0.75,1.0,0.3277015118889919,0.5242142905765341,0.0,0.3333333333333333,0.0,0.2,0.8,1.0,0.5,1.0,0.75,12.083905011555967
52,0.17647058823529413,0.25,0.13636363636363635,0.5555555555555556,0.9344262295081968,0.0,0.5,0.25,0.5,1.0,0.3380444336424633,0.44527719716573566,0.0,0.3333333333333333,0.3333333333333333,0.8,0.4,0.3333333333333333,0.5,1.0,0.75,11.648330101976432
53,0.4117647058823529,0.25,0.0,0.4444444444444445,0.7868852459016394,0.0,0.75,1.0,0.5,0.0,0.3380444336424633,0.31599570053130943,0.3333333333333333,0.3333333333333333,0.0,0.2,0.2,0.3333333333333333,0.5,1.0,0.75,11.608235644774552
